TwoClass	FourClass	ID	Text	https	http	Trump	people	police	country	America	President	Obama	Donald	state	U.S.	government	children	law	veterans	Americans	Hillary	time	day	God	Clinton	man	border	years	States	flag	world	refugees	illegals	life	immigration	nation	way	today	history	United	New	nothing	heroes	Muslims	citizens	freedom	video	war	immigrants	officer	lives	woman	officers	year	family	aliens	home	House	security	rights	media	care	benefits	times	soldiers	things	morning	men	American	school	cops	women	politicians	attack	something	news	Islam	patriots	money	terrorists	parents	city	thing	laws	criminals	Muslim	attacks	Black	child	York	wall	policy	share	right	administration	welfare	everyone	percentage	liberals	part	health	thousands	office
R	RNT	RN_TWT_Newsforums_2226	Two women and two children taken to hospital after 'serious incident' at Aberdeen beachfront http://thesun.uk/6015B2AOv pic.twitter.com/i4PMqqtjHq		-2												-2																																																							-2																															
R	RNT	RN_TWT_Newsforums_2227	Hillary Clinton is starting her big push to win New York http://nyti.ms/1V6nSyE		0																0				0																0																																																	0													
R	RNT	RN_TWT_Newsforums_2228	Head of Belgium's largest police union warns of a worrying number of Brussels Airport workers with criminal records http://nyti.ms/25yUupG		-6			-4																																																																																															
R	RNT	RN_TWT_Newsforums_2229	Obama Urges Journalists to Cover the Substance of the Campaign http://nyti.ms/22JdumE		0							0																																																																																											
R	RNT	RN_TWT_Newsforums_2230	How much free media attention has Donald Trump gotten? Close to $2 billion worth. http://nyti.ms/1TLvxn0		0	0							0																																																0																																										
R	RNT	RN_TWT_Newsforums_2231	A Maryland university president has resigned after comparing struggling freshmen to bunnies that should be killed http://nyti.ms/1QjvUBw		-6						-4																																																																																												
R	RNT	RN_TWT_Newsforums_2232	Police hunt man who tried to rip woman’s hijab from her head in London’s Oxford Street https://www.thesun.co.uk/news/1999385/police-hunt-man-who-tried-to-rip-womans-hijab-from-her-head-in-londons-oxford-street/ …pic.twitter.com/C61pahIaMT	0				-4																		-4																										0																								-2																											
R	RNT	RN_TWT_Newsforums_2233	"A look at 200 of the highest paid (mostly white, mostly male) CEOs in America http://nyti.ms/1WVbdkq"		0					0																																																																																													
R	RNT	RN_TWT_Newsforums_2234	Taiwan’s first female president was denounced for being emotional and unmarried by a Chinese military official http://nyti.ms/1WT8ybG		-2						-2																																																																																												
R	RNT	RN_TWT_Newsforums_2235	"When asked about his stature on Wall Street, Trump said “why don’t you call the head of Deutsche Bank?” So we did. http://nyti.ms/20tkaQl"		0	0																																																																																					0												
R	RNT	RN_TWT_Newsforums_2236	Hillary Clinton on Trump: I do not want Americans … to start to believe that this is a normal candidacy http://nyti.ms/27OkFK9		0	0														0	0				0																																																																														
R	RNT	RN_TWT_Newsforums_2237	"If he worked in my institution, he'd be fired for cause, a reader said about Donald Trump's conduct with women http://nyti.ms/1ONVukw"		0	0							-3																																																											0																															
R	RNT	RN_TWT_Newsforums_2238	Where Donald Trump’s bad ideas come from http://nyti.ms/1TLBOd2  via @nytopinionpic.twitter.com/OdRgfHFhp8		-2	0							-2																																																																																										
R	RNT	RN_TWT_Newsforums_2239	Could the Donald Trump be the 'third anti-Christ' who is set to trigger the end of the world? https://www.thesun.co.uk/living/2163068/donald-trumps-victory-was-predicted-by-nostradamus-who-said-it-would-bring-about-the-end-of-the-world-say-conspiracy-theorists/ …pic.twitter.com/PUmAf5s2zh	0		0							0																		-2																																																																								
R	RNT	RN_TWT_Newsforums_2240	BREAKING: Trump wins key swing state of Florida #USElection https://www.thesun.co.uk/news/2130351/us-election-2016-live-updates-results-coverage/ …pic.twitter.com/qfzDVlDBnS	0		0								0																																																														0																											
R	RNT	RN_TWT_Newsforums_2241	"Sponging mum of 13 who rakes in £30,000 a year in benefits is branded a scrounger by her own DAUGHTER https://www.thesun.co.uk/news/2477251/sponging-mum-of-thirteen-who-rakes-in-30000-a-year-in-benefits-is-branded-a-scrounger-by-her-own-daughter/ …pic.twitter.com/WvQrjcZjaK"	0																																																		2									2													2																											
R	RNT	RN_TWT_Newsforums_2242	Donald Trump’s confrontation with the parents of a slain Muslim soldier emerges as an unexpected flash point http://nyti.ms/2aU8VxW		0	0							-3																																																																				-3					-3																	
R	RNT	RN_TWT_Newsforums_2243	"A federal court blocked North Carolina’s voter ID law months before the election, saying it was “discriminatory” http://nyti.ms/2aanLPA"		0													-2																																																																																					
R	RNT	RN_TWT_Newsforums_2244	Shocking moment white supremacist celebrating Trump’s victory is punched on live TV https://www.thesun.co.uk/news/2670009/shocking-moment-white-supremacist-celebrating-donald-trumps-victory-is-punched-during-live-tv-interview/ …pic.twitter.com/flhx7N7Eh3	-2		0							-5																																																															-3																											
R	RNT	RN_TWT_Newsforums_2245	Did Donald Trump really just say this?  https://www.thesun.co.uk/news/2509841/donald-trump-tweets-gloating-new-year-message-in-which-he-wishes-love-to-his-enemies-who-lost-so-badly/ …pic.twitter.com/frR90je5Oj	0		1							-2																												-1													-1																						-2																											
R	RNT	RN_TWT_Newsforums_2246	Study reveals what the majority of Europeans really think of Donald Trump's 'Muslim ban' http://thesun.uk/60128TSAp pic.twitter.com/U3suSzzaVU		0	0							0																																																																									0																	
R	RNT	RN_TWT_Newsforums_2247	Donald Trump keeps insulting the comedian Rosie O’Donnell. Here's how their feud started. http://nyti.ms/2cZnJMe pic.twitter.com/z6vOwjucu4		0	-3							-3																																																																																										
R	RNT	RN_TWT_Newsforums_2248	Our correspondent @diaahadid was one of millions of Muslims who made the pilgrimage to Mecca http://nyti.ms/2cFps8C		0																																							0																																																											
R	RNT	RN_TWT_Newsforums_2249	LATEST: Security threat is ongoing at Bury College with armed police on the scene https://www.thesun.co.uk/news/3169839/bury-college-police-evacuation-threat/ …pic.twitter.com/MnpAEfERM5	-3				-10																																																			-4																	-6																											
R	RNT	RN_TWT_Newsforums_2250	Trade is falling. The United States is no exception to the broader trend. http://nyti.ms/2fumFEZ		0																								0											0																																																															
R	RNT	RN_TWT_Newsforums_2251	"Donald Trump, slipping in polls, warns of stolen election  http://nyti.ms/2e0EJDB"		-2	-2							-2																																																																																										
R	RNT	RN_TWT_Newsforums_2252	"A 44% pay divide for female and male law partners, survey says http://nyti.ms/2dNDBqy"		0													0																																																																																					
R	RNT	RN_TWT_Newsforums_2253	Police to set up a specialist unit to tackle an increase in drones smuggling drugs and phones into jails http://thesun.uk/60168dbSa pic.twitter.com/J7SrJIXrw5		-4			2																																																																																															
R	RNT	RN_TWT_Newsforums_2254	Trump used one tweet to make two proposals the Supreme Court has long since ruled unconstitutional http://nyti.ms/2gCgvT7		3	3																																																																																																	
R	RNT	RN_TWT_Newsforums_2255	"South Korea's president, facing an impeachment vote, says she is willing to resign before her term ends http://nyti.ms/2graeqy"		-2						-2																																																																																												
R	RNT	RN_TWT_Newsforums_2256	Globe editorial: We’re more than just a hockey country now https://trib.al/yWvxr00  @GlobeDebate	0					0																																																																																														
R	RNT	RN_TWT_Newsforums_2257	Ikea will pay $50 million to 3 families whose children were killed by furniture that tipped over and crushed them http://nyti.ms/2hXj2pi		-4												-4																																																																																						
R	RNT	RN_TWT_Newsforums_2258	Trump tells governors not to worry about NRA https://trib.al/K608fRp	-4		-4																																																																																																	
R	RNT	RN_TWT_Newsforums_2259	New York's attorney general vows to be first line of defense against a Donald Trump White House http://nyti.ms/2hRkKHv		-2	-2							-2																												0																	-2																																0													
R	RNT	RN_TWT_Newsforums_2260	"TV news will have to do its part should Trump try to make policy based on false assertions, @jimrutenberg writeshttp://nyti.ms/2gvVXwy"			0																																																																						0																0								0			
R	RNT	RN_TWT_Newsforums_2261	"Donald Trump selected Ben Carson, a retired neurosurgeon, to be secretary of housing and urban development http://nyti.ms/2gsMged"		-2	-2							-2																																																																																										
R	RNT	RN_TWT_Newsforums_2262	"Iran conducted its first missile test since President Trump took office, American and Israeli officials said http://nyti.ms/2kP9PQ3"		0	0					0																																																										0																																		0
R	RNT	RN_TWT_Newsforums_2263	Prostitute who attacked Britain’s oldest police officer is jailed http://thesun.uk/60178se2c		-5			-5																																										-5																																																					
R	RNT	RN_TWT_Newsforums_2264	Newborn baby girl found dumped at a bus stop near a pub as police launch urgent appeal http://thesun.uk/60118qu4v pic.twitter.com/GsGNgx7KZe		0			-2																																																																																															
R	RNT	RN_TWT_Newsforums_2265	"Opinion: Outrage at what’s happening to America isn’t just justified, it’s essential. http://nyti.ms/2mEMlhs"		0					-3																																																																																													
R	RNT	RN_TWT_Newsforums_2266	Britain’s new blue post-Brexit passports could be made by a European country  http://thesun.uk/601480ntm		0				0																																0																																																														
R	RNT	RN_TWT_Newsforums_2267	Federal judge blocks Trump administration’s effort to withhold money from sanctuary cities http://nyti.ms/2q3kvxW		0	-2																																																																									-2																0								
R	RNT	RN_TWT_Newsforums_2268	2 members of Trump’s cabinet appeared to retreat from his promise to end an order protecting Dreamers http://nyti.ms/2pqHk1x		0	0																																																																																																	
R	RNT	RN_TWT_Newsforums_2269	Mali declares country Ebola-free http://trib.al/jZARbQM		0				0																																																																																														
R	RNT	RN_TWT_Newsforums_2270	"For Donald Trump, a steep learning curve leads to policy reversals http://nyti.ms/2odywXW"		0	0							0																																																																															0											
R	RNT	RN_TWT_Newsforums_2271	Congressman who shouted you lie at President Obama hears the same from his constituents http://nyti.ms/2p3l5y3 pic.twitter.com/shqK1zEtvn		0						0	0																																																																																											
R	RNT	RN_TWT_Newsforums_2272	President Trump’s proposed EPA cuts are so deep that even Republican lawmakers are expected to push back http://nyti.ms/2okbsbn		0	0					0																																																																																												
R	RNT	RN_TWT_Newsforums_2273	"K.T. McFarland, President Trump's deputy national security adviser, is expected to step down http://nyti.ms/2piklBK"		2	0					2																																																2																																												
R	RNT	RN_TWT_Newsforums_2274	Opinion: Don’t listen to President Trump. Going back to the good old days will cost us. http://nyti.ms/2oVndoR		0	0					0																																																																																												
R	RNT	RN_TWT_Newsforums_2275	BREAKING: Huddersfield school on lockdown and children hide under desks after airgun fired  http://thesun.uk/60118h3rF pic.twitter.com/LoqX1cVoHO		-3												-3																																																					-3																																	
R	RNT	RN_TWT_Newsforums_2276	Police hunt callous man caught stealing belongings from dying man who had just been hit by a car http://thesun.uk/601987q6R		-2			-9																		-9																																																																													
R	RNT	RN_TWT_Newsforums_2277	Moment #LasVegas shooting forces country music star Jason Aldean to run off stage as gunfire erupts http://thesun.uk/601784bMZ		-2				-4																																																																																														
R	RNT	RN_TWT_Newsforums_2278	Europeans seemed less likely than Arabs to buy President Trump's bluster http://nyti.ms/2r7b9SE		0	0					0																																																																																												
R	RNT	RN_TWT_Newsforums_2279	"We can’t hide behind a wall, Obama said in Germany during an appearance with Angela Merkel http://nyti.ms/2rUzpYf pic.twitter.com/Zk3ipCrHq2"		-2							-2																																																																															-2												
R	RNT	RN_TWT_Newsforums_2280	California is holding itself out as a model to other states — and to nations — on how to fight climate change http://nyti.ms/2redTk7		-3																								0																																																																										
R	RNT	RN_TWT_Newsforums_2281	Trump pressed Comey for loyalty at a private dinner in January. The FBI director promised only “honesty.” http://nyti.ms/2r7Drw9		0	2																																																																																																	
R	RNT	RN_TWT_Newsforums_2282	We want to hear from you: Are you affected by the newest iteration of the Trump administration’s travel ban? pic.twitter.com/mK0McDkR3c			0																																																																																									0								
R	RNT	RN_TWT_Newsforums_2283	Greater Manchester Police threaten to arrest anyone wearing a half and half scarf https://www.thesun.co.uk/sport/football/5102066/greater-manchester-police-threaten-to-arrest-anyone-wearing-a-half-and-half-scarf/ …pic.twitter.com/ePZQLuWprf	-3				0																																																																																															
R	RNT	RN_TWT_Newsforums_2284	Senator Susan Collins was heard saying that she was worried about President Trump http://nyti.ms/2tCu9ch		-4	-4					-4																																																																																												
R	RNT	RN_TWT_Newsforums_2285	"Too many Americans don't know what we stand for, Sen. Chuck Schumer said as Democrats unveiled a new platform http://nyti.ms/2tVgi08"		0															0																					0																																																														
R	RNT	RN_TWT_Newsforums_2286	The Polish president vetoed 2 laws that would have limited the independence of the country's courts http://nyti.ms/2uPTZ05		0				0		0																																																																									0																			
R	RNT	RN_TWT_Newsforums_2287	Excerpts from the NYT interview with President Trump  http://nyti.ms/2u9rM1L		0	0					0																																																																																												
R	RNT	RN_TWT_Newsforums_2288	"Trump also took on Robert Mueller, the special counsel now leading the investigation into Russian meddling http://nyti.ms/2trTR7m"		2	2																																																																																																	
R	RNT	RN_TWT_Newsforums_2289	Ontario passes law overhauling province’s policing regulations https://trib.al/B7tdeHE	0														0																																																																																					
R	RNT	RN_TWT_Newsforums_2290	Donald Trump Jr. was told in an email that the Russian government wanted to help his father's campaign last year http://nyti.ms/2sJsKjH		0	0							0			0																																						0																																																	
R	RNT	RN_TWT_Newsforums_2291	China could become the country with the most Unesco heritage sites if its 2 applications are accepted http://nyti.ms/2tOVEmf		0				0																																																																																														
R	RNT	RN_TWT_Newsforums_2292	"Adopted by Americans, Phillip Clay was deported to South Korea after 29 years in U.S. He killed himself in May. http://nyti.ms/2uh02YJ pic.twitter.com/47riA6ULNn"		0															0								0																																																																											
R	RNT	RN_TWT_Newsforums_2293	"Opinion: Given one more chance to condemn white supremacists, President Trump takes up their talking points instead http://nyti.ms/2fKzEn4"		-2	-4					-4																																																																																												
R	RNT	RN_TWT_Newsforums_2294	This benefits family are so notorious they have their own brand name with sinister motto https://www.thesun.co.uk/news/5482839/benefits-gabriel-family-burnley-pub-fight-logo-brand/ …pic.twitter.com/gOFo7PZbzM	-6																																																			-7								-7													-5																											
R	RNT	RN_TWT_Newsforums_2295	"Universities must be free to make autonomous decisions, UAlberta president says amid David Suzuki controversy https://trib.al/JhC9nRc"	-2							-2																																																																																												
R	RNT	RN_TWT_Newsforums_2296	"Opinion: Trump’s decision to kill DACA is, first and foremost, a moral obscenity, writes @PaulKrugmanhttp://nyti.ms/2eCcGL6"			0																																																																																																	
R	RNT	RN_TWT_Newsforums_2297	"Vladimir Putin: Donald Trump is not my bride, and I am not his groom http://nyti.ms/2iZDk5O"		0	0							0																																																																																										
R	RNT	RN_TWT_Newsforums_2298	Ohio has a message for global startup players: We're not a flyover state http://trib.al/foOBNen  From @GlobeBusinesspic.twitter.com/3WzKZRPvBX		0									0																																																																																									
R	RNT	RN_TWT_Newsforums_2299	Federal judge temporarily blocked a Texas law that would restrict the most common type of second-trimester abortion http://nyti.ms/2en94N9		0													-4																																																																																					
R	RNT	RN_TWT_Newsforums_2300	We’re tracking the ways Trump's administration is undermining the Affordable Care Act. Here are 12. http://nyti.ms/2z7bqI2		0	0																																																								2																																	2								
R	RNT	RN_TWT_Newsforums_2301	The amount of crazy stories in this room could impact this country in such a crazy way. That's why I do this. http://www.cbc.ca/news/canada/suicide-is-not-an-escape-manitoba-musician-uses-song-to-assist-teens-with-mental-health-struggles-1.4120219 …		0				-4																												-2																																							-4																									-2		
R	RNT	RN_TWT_Newsforums_2302	"The Senate tax bill would raise taxes for lower-income Americans by 2021, a nonpartisan committee said http://nyti.ms/2jzZ6Ob"		0															-4																																																																																			
R	RNT	RN_TWT_Newsforums_2303	"Opinion: Immigrants who serve in the U.S. military have earned the chance to become citizens, Robert Gates writes http://nyti.ms/2hi321I"		0																																								0				0																																																						
R	RNT	RN_TWT_Newsforums_2304	Wolf whistling men to be fined £656 under new law http://thesun.uk/6018Dg8Tm		0													0																							0																											0																																			
R	RNT	RN_TWT_Newsforums_2305	Tomorrow's front page: A journalist reportedly assassinated by Russian hitmen came back from the dead - at a police press conference http://thesun.uk/6016D9vV2 pic.twitter.com/2zP69PW9SB		-3			-3																																																																																															
R	RNT	RN_TWT_Newsforums_2306	‘I went through the menopause at 13 – now I can never have children of my own’ http://thesun.uk/6015D9zwl		0												0																																																																																						
R	RNT	RN_TWT_Newsforums_2307	Half a million British children don’t have their own bed - help us change that #BedsForKids http://thesun.uk/6011Dde0f pic.twitter.com/Q1xk4CpiUW		0												0																																																																																						
R	RNT	RN_TWT_Newsforums_2308	"A police chief criticized his officers for handcuffing an innocent 11-year-old girl at gunpoint. “We do have a problem,” he said. http://nyti.ms/2yFNjQs"		0			0																																													-2	-2																																																	
R	RNT	RN_TWT_Newsforums_2309	"In a 6:15 am tweet on Sunday, the president called James Comey a liar and said the news media had spread falsehoods http://nyti.ms/2AlTEVC"		-5						-3																																																		-5															-5																											
R	RNT	RN_TWT_Newsforums_2310	"Opinion: Trump's America is, in the end, a reflection of himself: male, militaristic, white, mean and macho http://nyti.ms/2GtYLn7"		0	0				0																																																																																													
R	RNT	RN_TWT_Newsforums_2311	"Opinion: If the country goes to war in North Korea, future historians will struggle to understand how we sleepwalked into Armageddon behind a man whose own cabinet considers him contemptible http://nyti.ms/2Fx0vL8"		-4				-5																	-6																						-5																																																							
R	RNT	RN_TWT_Newsforums_2312	"Representative Joseph P. Kennedy III will deliver the Democrats’ response to the State of the Union. In some ways, he's been preparing for this speech for the last year of his brief political life. http://nyti.ms/2DN4nv3"		0									0																				0																				0																																																	
R	RNT	RN_TWT_Newsforums_2313	"President Trump: I'm not a racist. I am the least racist person you have ever interviewed, that I can tell you http://nyti.ms/2EIxGuL"		0	-2					-2																																																																																												
R	RNT	RN_TWT_Newsforums_2314	"N.L. children eating unhealthiest school lunches in Canada, Quebec students eat the best http://cbc.ca/1.4260099 pic.twitter.com/L8c4VxEhFg"		0												-2																																																					0																																	
R	RNT	RN_TWT_Newsforums_2315	"Many counties, including rich ones, are aging and experiencing more deaths than births, without growth through immigration or migration https://nyti.ms/2GlH2B2"	-3																															-3																																																																				
R	RNT	RN_TWT_Newsforums_2316	A New York State judge ruled that a former contestant on “The Apprentice” can proceed with her lawsuit against President Trump http://nyti.ms/2psMBTX		-4	-4					-4			0																											0																																																	0													
R	RNT	RN_TWT_Newsforums_2317	"In Opinion    The editorial board writes: While President Trump has allowed Vladimir Putin a free hand to meddle in American politics, he cannot ignore yet another attempted murder of a Putin foe on allied soil http://nyti.ms/2tFSAu3"		-7	-2					-2																																																										-6																																		
R	RNT	RN_TWT_Newsforums_2318	"It used to be a pretty good deal to be a white, Christian male in America, but things have changed and I think they do feel threatened, the author of the study said https://nyti.ms/2KdtCGC"	-3						5																																																								-3																																					
R	RNT	RN_TWT_Newsforums_2319	"Infections linked to the outbreak have been found in 16 states, illustrating how widely bags of romaine are distributed around the country https://nyti.ms/2HMHqXM"	0					0																				-4																																																																										
R	RNT	RN_TWT_Newsforums_2320	"Polls have closed in Pennsylvania, and we're tracking results live. It's the first test of a new election map in a key state for Democrats. https://nyti.ms/2GoCA0E"	0										0																											0																																																														
R	RNT	RN_TWT_Newsforums_2321	Trump to raise election meddling with Putin in Helsinki meeting http://dlvr.it/QYzFWF pic.twitter.com/UJ5AxnYjqZ		0	0																																																																																																	
R	RNT	RN_TWT_Newsforums_2322	President Trump tweeted that Saudi Arabia might raise production to up to 2 million barrels a day https://nyti.ms/2tGlpE6	0		0					0												0																																																																																
R	RNT	RN_TWT_Newsforums_2323	"“Your use of this to attack me personally is deeply wrong,” said Rod Rosenstein, who oversees the special counsel investigation into Russia’s election interference and whether Trump associates coordinated with it. “I’m not trying to hide anything.” https://nyti.ms/2z1n1O3"	0		-2																																																																				-5																													
R	RNT	RN_TWT_Newsforums_2324	Your daily @DealBook Briefing:    • Corporate America is getting the Supreme Court it wants.     • How Trump is trying to rewrite the globalization rule book.    • What a decade of smartphone patent wars achieved.  https://nyti.ms/2KcZZJ7	0		0				3																																																																																													
R	RNT	RN_TWT_Newsforums_2325	"When Melania Trump's TV was tuned to CNN on Air Force One, President Trump raged at his staff for violating a rule that the White House entourage begin each trip tuned to Fox https://nyti.ms/2A5CXix"	0		-10					-10																																															-4																																													
R	RNT	RN_TWT_Newsforums_2326	Great Basin is one of the least-visited national parks in America. That means one thing for travelers: anonymity. https://nyti.ms/2NDIA9N	0						0																																																																									0																				
R	RNT	RN_TWT_Newsforums_2327	"In Opinion    Op-Ed columnist Thomas Friedman writes, Donald Trump is either an asset of Russian intelligence or really enjoys playing one on TV https://nyti.ms/2NmAeTI"	6		4							0																																																																																										
R	RNT	RN_TWT_Newsforums_2328	"The former driver for Donald Trump accused him and the Trump Organization of failing to pay him more than 3,000 hours of overtime wages https://nyti.ms/2N46pqR"	0		-5							-5																																																																																										
R	RNT	RN_TWT_Newsforums_2329	That message is on the stream because CBC is the Canadian Olympics broadcaster and our Olympics streams are only available in Canada. You will need to find your own country's broadcast to watch the closing ceremonies						0																																																																																														
R	RNT	RN_TWT_Newsforums_2330	"The Trump administration is reviewing a major Obama-era clean air regulation on the emission of mercury — a pollutant linked with damage to the brain, to the nervous system and to fetal development — with the intent of proposing a replacement rule https://nyti.ms/2okHyEL"	0		0						0																																																																																			0								
R	RNT	RN_TWT_Newsforums_2331	"Does more immigration mean more crime? In collaboration with the The Marshall Project, we look at the data behind this widely held idea. (From March 2018) https://nyti.ms/2wme39t"	0																															-2																																																																				
R	RNT	RN_TWT_Newsforums_2332	Canada must end its safe third country agreement with the U.S. http://dlvr.it/QXyrmT  @GlobeDebatepic.twitter.com/4OlBAjjL7a		0				2																																																																																														
R	RNT	RN_TWT_Newsforums_2333	"A Cincinnati police officer stunned an 11-year-old girl with a Taser on Monday, the city’s Police Department said https://nyti.ms/2MapCu5"	0				-2																																										-2				-2																												0																					
R	RNT	RN_TWT_Newsforums_2334	Obama drops proposal to cut tax benefits of popular 529 college savings plans after mounting criticism http://wapo.st/1yN0tI9		-2							-2																																																			-4																																								
R	RNT	RN_TWT_Newsforums_2335	Who would pay higher taxes under Obama’s capital gains proposal http://wapo.st/1CCtesL pic.twitter.com/ikjyx74Zsj		-2							0																																																																																											
R	RNT	RN_TWT_Newsforums_2336	"Obama: Tonight, we turn the page. http://wapo.st/1JaTKsW pic.twitter.com/XzNusTrDuX"		0							0																																																																																											
R	RNT	RN_TWT_Newsforums_2337	"The disputed history of the flat white, the coffee drink Starbucks introduced in North America http://wapo.st/1wGGpCW"		0					0																													0																																																																
R	RNT	RN_TWT_Newsforums_2338	Jihadi John: Islamic State killer is identified as Londoner Mohammed Emwazi http://wapo.st/1DZGdqn		-2									-2																																																																																									
R	RNT	RN_TWT_Newsforums_2339	"The amount of time parents spend with their kids has little to do with how children turn out, a study finds. http://wapo.st/1xJAOlK"		0												0					0																																																											0																						
R	RNT	RN_TWT_Newsforums_2340	"Ted Cruz unfit to run for president because of his views on climate change, Jerry Brown says http://wapo.st/1bmm9m0"		0						-2																																																																																												
R	RNT	RN_TWT_Newsforums_2341	The 10 best-selling shoes at the heart of America’s sneaker wars http://wapo.st/1Oi39El pic.twitter.com/rgENFoSImC		-5					0																																																																																													
R	RNT	RN_TWT_Newsforums_2342	Aspiring Canadian country singer dies in Australia http://trib.al/72kcq3D		0				0																																																																																														
R	RNT	RN_TWT_Newsforums_2343	"What America will look like in 2050, in 4 charts http://wapo.st/1NPnr7g"		2					2																																																																																													
R	RNT	RN_TWT_Newsforums_2344	Here’s a clock that counts the minutes since Hillary Clinton answered a press question http://wapo.st/1JFuSek		0																0				0																																																																														
R	RNT	RN_TWT_Newsforums_2345	Incredible photos of America's natural beauty http://wapo.st/1bZPlzV pic.twitter.com/V0RQTYz5zH		3					0																																																																																													
R	RNT	RN_TWT_Newsforums_2346	"The most racist places in America, according to Google http://wapo.st/1QVRA9K"		-2					-2																																																																																													
R	RNT	RN_TWT_Newsforums_2347	Obama: Any death of this sort is a tragedy; Any shooting involving multiple victims is a tragedy. http://wapo.st/1GuJddn		0							-8																																																																																											
R	RNT	RN_TWT_Newsforums_2348	Rachel Dolezal resigns as president of NAACP Spokane chapter http://wapo.st/1FiW9iq		-2						-2																																																																																												
R	RNT	RN_TWT_Newsforums_2349	Mother dobs in son to police after finding homemade bomb in his bedroom. Device exploded nearby. Son missing. http://bit.ly/1BYmQeC		0			-2																																																																																															
R	RNT	RN_TWT_Newsforums_2350	The 6 big issues where we still don’t know where Hillary Clinton stands http://wapo.st/1glQfsW		0																0				0																																																																														
R	RNT	RN_TWT_Newsforums_2351	These are the states that could legalize pot next http://wapo.st/1HIOe0h		0																								0																																																																										
R	RNT	RN_TWT_Newsforums_2352	"U.S. dollar dips, Asian stock markets slip on Trump remarks about currency and trade http://dlvr.it/QcQjW7  @GlobeBusinesspic.twitter.com/qLx9A0PMbQ"		0	0																																																																																																	
R	RNT	RN_TWT_Newsforums_2353	"A bus ride gone bad prompts reflections on immigration, mental health and humanity http://dlvr.it/QcQMwG pic.twitter.com/oGMTUpRMyg"		-2																														-2																																																																		-2		
R	RNT	RN_TWT_Newsforums_2354	American Express is no longer America’s favorite credit card company http://wapo.st/1JdzjvL		2					0																																																											2																																		
R	RNT	RN_TWT_Newsforums_2355	How Donald Trump abandoned his father’s middle-class housing empire for luxury building http://wapo.st/1MlMjFy		0	-2							-2																																																																																										
R	RNT	RN_TWT_Newsforums_2356	School starts really early in some states http://wapo.st/1f0b8rW pic.twitter.com/57vPCYbap7		0																								0																																									0																																	
R	RNT	RN_TWT_Newsforums_2357	"Magnum, P.I. home sold to Obama's friend http://bit.ly/1xnl87m"		2							0																																													2																																														
R	RNT	RN_TWT_Newsforums_2358	"In an emotional interview with Stephen Colbert, Vice President Biden shares uncertainty about 2016 bid http://wapo.st/1UGWHwl"		-2						-4																																																																																												
R	RNT	RN_TWT_Newsforums_2359	British Prime Minister David Cameron says Britain will take in thousands more Syrian refugees. http://wapo.st/1NU4AKx		0																											-2																																																																						-2	
R	RNT	RN_TWT_Newsforums_2360	Life after the Islamic State leaves town: Tal Abyad offers a test of the U.S. partnership with Syrian Kurds http://wapo.st/1LHxXNk		0									0																				0																																																																					
R	RNT	RN_TWT_Newsforums_2361	100kg of drugs seized & 18 arrests made as police break up organised crime's drug web. http://bit.ly/1PgCvcK pic.twitter.com/OPksNTjRpD		0			-2																																																																																															
R	RNT	RN_TWT_Newsforums_2362	Islamic State kills 25 Yazidis in Iraq: MP http://bit.ly/1bP0mn7		0									0																																																																																									
R	RNT	RN_TWT_Newsforums_2363	Anne Frank and her family were also denied entry as refugees to the U.S. http://wapo.st/1TgD7CI pic.twitter.com/a3dDEEr1Y2		0																											-4																							-4																																																
R	RNT	RN_TWT_Newsforums_2364	Trump administration cuts US$300-million from funding to Palestinian refugees http://dlvr.it/Qhk56H pic.twitter.com/Kawv5lJ8dF		-2	-2																										-2																																																															-2								
R	RNT	RN_TWT_Newsforums_2365	Milford reviews Aust law firm investment http://bit.ly/1CFOPOe		0													0																																																																																					
R	RNT	RN_TWT_Newsforums_2366	Vic govt offers state funeral for Kirner http://bit.ly/1AKa99n		0									0																																																																																									
R	RNT	RN_TWT_Newsforums_2367	Alberta RCMP shooting a disturbing trend says former B.C. police chief http://ift.tt/1BklY5p pic.twitter.com/YvobpGLyA5		0			0																																																																																															
R	RNT	RN_TWT_Newsforums_2368	3 charts that explain the Trump-less Republican debate http://wapo.st/1Soach6		0	0																																																																																																	
R	RNT	RN_TWT_Newsforums_2369	Donald Trump’s bad bet: How too much debt drove his biggest casino aground http://wapo.st/1QjHzBE		0	0							-2																																																																																										
